Sample.Id,Cancer.Study,Cancer,ACBD3,BZRAP1,CYP11A1,CYP17A1,DBI,AR,BCL2,ESR1,HSD3B2,NFKB1,NFKB2,NKAP,NPC1,NPC2,NR5A1,POMC,PGR,SCARB1,SLC25A4,SLC25A6,SOAT1,STAR,STARD3,TSPO,VDAC1,CYP2W1,FDXR,FDX1,TRERF1
TCGA-AB-2812-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.284334057,3.008825123,-0.084790719,-0.076270711,-0.883189472,-0.470853759,0.952548911,-0.329487463,-0.060697715,0.69610345,-1.087638358,-0.7603426,-0.65694958,-0.521936455,-0.082419989,-0.027446912,-0.230710789,-0.169084587,-0.990903951,-1.019843369,-0.095446847,-0.06360482,-0.359566529,-0.855043069,-0.961612477,-0.155245436,-0.246713709,-0.026044093,3.744470438
TCGA-AB-2813-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.144791223,3.142500733,-0.084649212,-0.076273393,-0.735003936,-0.470853759,-0.397791253,-0.321601346,-0.060697715,1.262167943,-0.431906096,-0.581664176,-0.577507931,-0.263899114,-0.095557249,-0.087507843,-0.230386554,-0.145826864,-0.97073454,-1.166991397,1.136473148,-0.067977703,-0.186571743,0.77684562,-1.609916585,-0.159877607,-0.291307427,-0.143320505,3.255957503
TCGA-AB-2814-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.253799496,0.197024118,-0.084790719,-0.076240496,-0.951356638,-0.470853759,0.797773457,-0.316718561,-0.060697715,-0.4448821,-0.934491666,-0.628000379,-0.605002313,-0.543792684,-0.098775779,-0.027702482,-0.230710789,-0.150947483,-1.000636783,-0.632544032,-0.301623006,-0.077666883,-0.278382856,-1.009821779,-1.156456544,-0.154438434,-0.174730361,-0.16408448,0.376215725
TCGA-AB-2815-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.241715228,1.195814304,-0.084665147,-0.07627727,-0.431795196,-0.10147828,0.410552801,-0.329058689,-0.060697715,3.117363316,-0.956605215,-0.858184908,-0.42101972,-0.447236505,-0.097143822,-0.050984576,-0.230710789,-0.199452892,-0.993134982,-0.897700293,0.958389152,-0.068463434,-0.243074645,-0.514921416,-1.126701983,-0.161276261,-0.286359802,-0.177645421,4.525707698
TCGA-AB-2816-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.8288495,0.413130925,-0.084790719,-0.07626708,-0.624513664,-0.438168231,-0.094476785,-0.32705619,-0.060697715,1.927449646,-0.189961732,-1.051893522,-0.781207429,-0.442654161,-0.092790464,-0.026701675,-0.230710789,-0.233109179,-0.982073238,-1.064807902,0.311661972,-0.079298819,-0.249617936,-0.570630942,-1.45069869,-0.159621115,-0.284613227,-0.047495678,3.175898103
TCGA-AB-2817-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.917253945,3.506322027,-0.084790719,-0.076265953,-0.848277348,-0.324497428,-0.073612018,-0.319445815,-0.060697715,1.217423437,-0.639366188,-1.025540458,-0.127618366,-0.50985271,-0.09653906,0.007399573,-0.230710789,-0.088706409,-0.98879553,-0.145037089,-0.141567032,-0.082414068,-0.022192951,-0.714107471,-1.188055806,-0.156173281,-0.281698446,-0.119759812,6.076848374
TCGA-AB-2818-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.317737488,3.598769986,-0.084653444,-0.076307819,-0.761839662,-0.470853759,-0.271680665,-0.32939435,-0.060697715,1.499360611,-0.749862097,-0.472187123,-0.389850867,-0.456854155,-0.096099537,-0.050618074,-0.230710789,-0.255691628,-0.995509373,-1.16033679,0.549585092,-0.059102804,-0.261320768,-0.615889682,-1.454101314,-0.161276261,-0.251029896,-0.164296336,4.428965473
TCGA-AB-2819-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.161926445,2.376282041,-0.084790719,-0.076307819,-0.734507564,-0.443987112,-0.064421103,-0.329462864,-0.060697715,1.664861826,-0.975843413,-0.25797764,-0.671479673,-0.489356186,-0.035377812,-0.056550383,-0.2304348,-0.02208276,-0.987222336,-0.509519695,0.131865993,-0.013050753,-0.268316617,-0.692937848,0.143146581,-0.156514295,-0.234228294,0.051105742,3.813557591
TCGA-AB-2820-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.416070718,0.371704496,-0.084790719,-0.076307819,-0.899644626,-0.414147045,0.643138643,-0.327883627,-0.060697715,0.423383826,-0.354528119,-1.56784211,0.050318155,-0.539140182,-0.071743031,0.004141297,-0.230710789,-0.133684002,-0.997383086,-0.972134067,-0.279481391,-0.084771649,-0.221889766,-0.868490325,-1.470566606,-0.144829635,-0.307217156,-0.012379173,1.214611859
TCGA-AB-2821-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.914131587,14.17342838,-0.084361652,-0.076307819,-0.872314681,-0.195695106,0.636549249,-0.320056845,-0.060697715,2.204504826,-0.436795242,-0.703494016,-0.473628019,-0.521185513,-0.07507621,-0.087470723,-0.229400001,-0.042608165,-0.951840809,-0.669207985,-0.180684216,0.030142686,-0.270495066,-0.736372074,-1.271879302,-0.141485776,-0.277961304,-0.201578315,2.947349685
TCGA-AB-2822-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.4728708,2.155181609,-0.084790719,-0.076274605,-0.781749553,0.901391604,1.778500185,-0.326896937,-0.060697715,0.022236531,-1.101152149,-0.507270098,-0.672390294,-0.519109709,-0.098332181,-0.07759691,-0.230710789,-0.095598589,-0.992631301,-0.82238232,-0.423364899,-0.040194078,-0.278904992,-0.924030063,-1.442302786,-0.143734812,-0.297467931,-0.166175012,0.47507817
TCGA-AB-2823-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.479741992,0.97215995,-0.084679655,-0.076280799,-0.564439319,0.142320817,0.777182006,-0.329727086,-0.060697715,0.329547058,-1.009415952,-0.978509018,-0.480534082,-0.520553009,-0.07964947,0.045069991,-0.230710789,-0.190184469,-1.006152024,-0.943564925,-0.317573347,-0.072823524,-0.273290509,-0.637676689,-0.853276541,-0.161276261,-0.2897207,-0.118851327,6.146444277
TCGA-AB-2824-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.569436022,0.149056046,-0.084790719,-0.075863145,-0.857959444,-0.467213347,-0.225576436,-0.324373366,-0.060697715,1.063824136,-0.791487697,-0.356230434,-0.573738961,-0.499282524,-0.089443308,0.098795275,-0.23011248,-0.216735551,-0.956678027,-0.293906648,-0.007969874,-0.063967446,-0.277183167,-0.209090996,-1.024209626,-0.161276261,-0.142601371,-0.226722293,3.819001338
TCGA-AB-2825-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.768826084,-0.288901772,-0.084790719,-0.076307819,-0.66105778,-0.466978066,-0.53445574,-0.327265774,-0.060697715,2.088963765,-0.59673475,-0.91480113,-0.236117459,-0.476029769,-0.096969303,-0.088704345,-0.230710789,-0.207199179,-0.993113389,-0.804694278,1.257851201,-0.07862469,-0.228088159,0.101694702,-1.351534388,-0.159902395,-0.165387369,-0.188780353,2.812976223
TCGA-AB-2826-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.287269084,0.089203361,-0.084790719,-0.076307819,-0.612805149,-0.470853759,-0.000848717,-0.329780891,-0.060697715,1.456066062,-0.794075796,0.676062435,-0.593027881,-0.431585033,-0.09712594,-0.086828028,-0.230710789,-0.266431012,-0.975416476,-0.919890832,0.594774836,-0.064731937,-0.336774915,-0.547791663,-1.147984897,-0.154584582,-0.263546477,-0.150576756,5.182032857
TCGA-AB-2827-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-AB-2828-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.127129527,2.087310077,-0.084790719,-0.076275257,-0.712540041,-0.026756223,0.534511878,-0.32913594,-0.060697715,1.632034363,-0.998029304,-0.587863991,-0.405470159,-0.467701171,-0.096601364,-0.089881506,-0.230710789,-0.196275284,-1.001577583,-0.654678921,1.31363888,-0.066083475,-0.30264504,-0.504122882,-0.917835174,-0.159953349,-0.283090457,-0.127162639,4.479922016
TCGA-AB-2829-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-AB-2830-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-1.001936993,1.295856595,-0.084790719,-0.076274562,-0.652242589,-0.44226585,0.599147941,-0.328840261,-0.060697715,1.443722475,-0.686481536,-0.698123802,-0.166511324,-0.528978335,-0.09388981,-0.019529202,-0.230710789,-0.076502381,-0.980083579,-0.016377083,-0.312560513,-0.070033411,-0.229692604,-0.701079808,-1.091080386,-0.15722266,-0.221559815,-0.072068623,0.159059127
TCGA-AB-2831-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-AB-2832-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-1.05665555,0.916810516,-0.084790719,-0.076230005,-0.624983066,-0.470853759,0.074681687,-0.329139449,-0.060697715,1.194563473,-0.777089074,-0.220397235,-0.485718883,-0.483133281,-0.098775779,0.057901567,-0.230344373,-0.130810126,-0.948728499,-0.505986703,-0.398190301,-0.03033026,-0.029063757,-0.308676263,-0.946598985,-0.154953483,-0.217603792,-0.177385366,2.234478247
TCGA-AB-2833-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.427612215,2.263034207,-0.084790719,-0.076307819,-0.547630945,-0.349623145,-0.547040465,-0.327930592,-0.060697715,1.422621558,-0.469347836,-0.013506233,-0.436130787,-0.39788636,-0.097968543,-0.090974472,-0.230710789,-0.210732222,-0.989269263,0.07373949,0.562356256,-0.08407533,-0.147824228,-0.285607467,-0.706795554,-0.161276261,-0.268414608,-0.060348033,3.457166111
TCGA-AB-2834-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,0.055016397,2.799604498,-0.084790719,-0.076307819,-0.788418884,-0.461053321,1.238560629,-0.321083003,-0.060479951,1.573088152,-0.993796881,-0.404624613,-0.611805469,-0.469601091,-0.08461438,-0.087530171,-0.229744349,-0.235471498,-0.994465396,-0.992879547,0.641530366,-0.075922677,-0.253697038,-0.582359206,-1.173724927,-0.159886558,-0.299184875,-0.120109329,3.796307806
TCGA-AB-2835-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.902737587,0.005922534,-0.084790719,-0.076307819,-0.545798143,-0.467706489,-0.590456794,-0.328804551,-0.060697715,2.227894473,-0.570594619,-0.483316465,-0.59921241,-0.320151686,-0.098409029,-0.09005274,-0.230452159,-0.201998619,-0.993963686,-0.423779892,0.42921265,-0.048833065,-0.110624104,0.329674669,-1.239359956,-0.161276261,-0.163268481,-0.168326928,6.05999744
TCGA-AB-2836-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.827677606,1.827404124,-0.084790719,-0.076277401,-0.773985905,-0.470853759,-0.124987903,-0.32944422,-0.060697715,1.626013292,-0.330949589,-0.997755624,-0.222713762,-0.378334575,-0.094307207,-0.07157614,-0.230710789,-0.19213475,-0.991174333,-0.734270136,0.447864772,-0.076885373,-0.198958623,-0.433550604,-1.328363888,-0.158804645,-0.252806687,-0.17418298,3.739837665
TCGA-AB-2837-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.745457707,1.533852312,-0.084790719,-0.076044162,-0.747203934,-0.470853759,-0.568183272,-0.328712465,-0.060697715,2.111953384,0.214792656,-0.920066566,-0.05889251,-0.333665257,-0.095694646,-0.090974472,-0.230710789,-0.249881208,-0.997856162,-0.778543107,1.127892861,-0.076513766,-0.158099994,-0.277176126,-1.482789171,-0.161276261,-0.222850651,-0.175494039,3.944873195
TCGA-AB-2838-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.751255336,5.123032926,-0.084266141,-0.076307819,-0.79781563,-0.450741773,0.457855747,-0.326083039,-0.060697715,1.766297163,-0.396222736,-0.796986777,-0.351278783,-0.458199269,-0.066816884,-0.074910361,-0.230710789,-0.173240839,-0.983313149,-0.597209178,-0.126265903,-0.080272975,-0.16280992,-0.430792684,-1.391103417,-0.157387572,-0.297207948,-0.128885293,5.28886301
TCGA-AB-2839-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.727341125,1.725620293,-0.084790719,-0.076197765,-0.800953742,-0.466649305,1.866514232,-0.329339357,-0.060697715,0.674563463,-1.144061975,-0.710291686,-0.594985479,-0.518536489,-0.0777082,-0.025713099,-0.230710789,-0.154296241,-1.00247238,-0.839589711,-0.309459211,-0.07027413,-0.309643973,-0.885810224,-1.08792631,-0.155314637,-0.276946214,-0.131921248,1.561579697
TCGA-AB-2840-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.299571602,4.358284003,-0.084790719,-0.076307819,-0.57683896,0.00431245,1.60372498,-0.329953117,-0.060697715,-0.260843136,-1.089150996,-1.162648875,-0.647846932,-0.537689358,-0.058769539,0.029971417,-0.230710789,-0.217665112,-1.004463635,-1.189026552,-0.316088395,-0.044050072,-0.250118764,-0.861182331,-1.221879114,-0.159512493,-0.226865437,-0.065240512,3.55514028
TCGA-AB-2841-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.796852647,4.158731622,-0.084790719,-0.076307819,-0.510339397,0.147519325,0.069798693,-0.329825622,-0.060697715,-0.328752304,-0.734071843,-1.393705533,-0.622188232,-0.456394975,0.016436875,0.019527868,-0.230423706,-0.22207095,-0.996542741,-0.871788557,-0.484233308,0.007567279,-0.048177101,-0.108775289,-1.242694265,-0.157560919,-0.217555915,-0.167270213,10.2677857
TCGA-AB-2842-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,0.429592609,1.15277963,-0.08466412,-0.076307819,-0.793786871,-0.470853759,0.023643529,-0.327376733,-0.060697715,1.98416553,-0.978034838,0.283763755,-0.48875115,-0.425434901,-0.098364437,-0.090974472,-0.230710789,-0.223721108,-0.996430833,-1.114248082,1.119106514,-0.038059117,-0.31324318,-0.757900336,-1.374588524,-0.16002496,-0.289323363,-0.157981237,4.179697056
TCGA-AB-2843-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.956502221,8.196326351,-0.08459806,-0.076214078,-0.826357951,0.120049302,-0.101901351,-0.321719288,-0.060697715,-0.198242506,-0.740900225,-0.760555855,-0.010472575,-0.50812986,-0.09251601,-0.087827981,-0.230710789,-0.15658461,-0.936729617,-0.529951952,-0.225130299,-0.072412618,-0.233192421,-0.775273019,-1.07665102,-0.146042376,-0.251990695,-0.220691109,3.606505453
TCGA-AB-2844-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.683941498,1.938320994,-0.084790719,-0.076307819,-0.799178969,-0.470853759,0.00980469,-0.32957416,-0.060505441,2.506611255,-0.86347517,-0.726913278,-0.579306874,-0.495141585,-0.052391726,-0.024070877,-0.23042634,-0.126028598,-1.003334412,-0.396625262,-0.023265338,-0.041540609,-0.240064629,-0.404613955,-1.017877051,-0.149006663,-0.289058999,-0.092133779,5.99979165
TCGA-AB-2845-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.530602797,3.333955942,-0.084790719,-0.076280325,-0.646322352,-0.458248652,0.169148514,-0.328343043,-0.060697715,1.468073392,-0.971764439,-0.688752892,-0.064559765,-0.456804652,-0.090696971,-0.08912859,-0.23045184,-0.164108446,-0.979324724,-0.237420574,-0.163327982,-0.060708687,-0.232503794,-0.980516414,-1.027608809,-0.157924999,-0.281471932,-0.19094935,1.918536041
TCGA-AB-2846-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.677366135,1.645083756,-0.084790719,-0.076247975,-0.505024641,0.662590699,0.437940186,-0.32845122,-0.060697715,2.077694347,-0.988367788,-0.834090132,-0.27710958,-0.48364008,-0.095578696,0.09483642,-0.229865343,-0.099464418,-0.996078209,-0.27146651,0.382661743,-0.071983822,-0.207659896,-0.201737253,-1.040491078,-0.161276261,-0.267702455,-0.105454735,5.478674677
TCGA-AB-2847-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.913137414,2.304390121,-0.084276207,-0.076307819,-0.867819657,0.77546218,0.523212773,-0.329167787,-0.060697715,0.02314672,-0.50717426,-0.760344449,-0.59830316,-0.511072416,-0.096686077,0.042423122,-0.230710789,-0.130565929,-0.98100119,-0.034540812,-0.055861229,-0.083847255,-0.229038135,-0.894568933,-1.172452604,-0.15873355,-0.219357729,-0.180877379,4.551323576
TCGA-AB-2848-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.854144245,1.176134178,-0.084790719,-0.076257199,-0.739843385,-0.45924999,-0.059271183,-0.328682692,-0.060375451,0.687830415,-0.383847882,-1.170668757,-0.129132443,-0.481486389,-0.094719229,-0.087576109,-0.230234033,-0.180365121,-0.991646188,-1.093958849,0.105313321,-0.081401387,-0.201085952,-0.522189152,-1.54550432,-0.153049591,-0.291440626,-0.061561144,13.62576831
TCGA-AB-2849-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.465176886,5.574304199,-0.084790719,-0.076307819,-0.946618364,-0.468560928,5.824516384,-0.291964741,-0.060442996,0.863893558,-1.001304654,-1.012859775,-0.221557207,-0.513702737,-0.098775779,-0.089631482,-0.228826673,-0.213917025,-0.995824631,-1.336556521,0.258296198,-0.069212789,-0.143692558,-1.097263864,-1.632856036,-0.156399648,-0.255490031,-0.158309242,3.185056311
TCGA-AB-2850-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCGA-AB-2851-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.962213358,0.357294046,-0.084790719,-0.07624228,-0.730134719,-0.46522014,-0.278558427,-0.329267794,-0.060697715,2.161246717,-0.161595315,-0.714253551,-0.201174517,-0.382422727,-0.087396783,-0.086574733,-0.230402157,-0.143735728,-0.995732063,-0.60219966,0.453984513,-0.079807663,-0.114679935,0.32586198,-1.401985092,-0.155950874,-0.27862838,-0.212417802,4.320216271
TCGA-AB-2853-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.244263199,1.069597254,-0.084790719,-0.076307819,-0.840856586,-0.470853759,0.417037,-0.329578166,-0.060697715,1.517767403,-0.997321902,-0.649458431,-0.590658749,-0.504204848,-0.08600544,-0.04182912,-0.230710789,-0.18109221,-1.002052818,-0.963572674,-0.063363781,-0.057313622,-0.372969084,-0.913294706,-0.908373783,-0.160062315,-0.301547893,-0.082464435,5.108335284
TCGA-AB-2854-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.601821323,4.688660092,-0.084790719,-0.076307819,-0.764338835,-0.426413193,0.327958137,-0.30164457,-0.060697715,0.668533444,-0.553006993,-0.403786384,-0.623426765,-0.46114653,-0.030511705,-0.011700096,-0.229714818,-0.223151507,-0.972201928,-1.105917643,0.373688783,-0.064318485,-0.220792831,-0.247782032,-1.457192152,-0.156979939,-0.272830028,-0.130771282,4.195803841
TCGA-AB-2855-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.912130705,14.4977161,-0.084790719,-0.076242369,-0.856210872,-0.470853759,1.109759867,-0.323793598,-0.060489392,3.611792807,-0.604352044,-0.611865082,-0.129771084,-0.534602212,-0.097464622,0.179242118,-0.230710789,-0.089953728,-1.003723932,-0.821212794,-0.092473561,-0.068727415,0.010268182,-0.758930279,-0.906263456,-0.157287729,-0.177176441,-0.219203157,3.937216093
TCGA-AB-2856-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-1.252711689,0.346182692,-0.084790719,-0.076307819,-0.684174207,-0.470853759,-0.082239501,-0.329089809,-0.060697715,1.565807783,-0.672372181,-0.488761873,-0.830135041,-0.45722588,-0.09168744,0.175256242,-0.230710789,-0.12236786,-0.998856201,0.242858966,0.035247966,-0.071921172,-0.091667158,0.813877754,-0.823762765,-0.161276261,-0.131189853,-0.035144166,3.858102481
TCGA-AB-2857-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.536111144,0.966893503,-0.084054307,-0.076307819,-0.894532436,-0.390431311,0.785599798,-0.323458681,-0.060697715,1.453351927,-0.225711691,-0.559509654,-0.394086754,-0.518616057,-0.070062747,0.08542326,-0.229023449,-0.221201514,-0.91472367,-0.91265136,-0.313017448,-0.085025346,-0.204521752,-0.550430626,-1.49408133,-0.134587527,-0.285012958,-0.205283785,2.687067577
TCGA-AB-2858-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.417826749,0.954858023,-0.084653374,-0.076240988,-0.657884241,-0.459364352,-0.278979032,-0.328555463,-0.060697715,0.825148162,-0.73844613,-0.48084677,-0.329797755,-0.514260302,-0.071552554,-0.090974472,-0.230396091,-0.181028362,-0.984397026,0.010968065,-0.24984754,-0.061903715,-0.107103025,-0.44487389,-0.875988804,-0.159918749,-0.227836263,-0.117468688,2.151236887
TCGA-AB-2859-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.60862009,0.356617887,-0.084790719,-0.076212103,-0.900168737,-0.459883475,0.537596141,-0.318476315,-0.060697715,1.338775064,-0.591208327,-0.602058417,-0.394359191,-0.507985529,-0.078322073,-0.082406956,-0.230710789,-0.118122079,-0.976243678,-0.478934324,-0.149824066,-0.075285809,-0.238461072,-0.673443283,-1.300415001,-0.15479494,-0.286664365,-0.196411101,4.007203397
TCGA-AB-2860-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.212475265,3.056533515,-0.084561399,-0.076307819,-0.772692865,-0.454869015,1.095476268,-0.315835919,-0.060520142,0.804565051,-0.704467246,-0.776934608,-0.034082834,-0.411794592,-0.095050385,-0.084420516,-0.230185348,-0.157508782,-0.922675639,-1.05829002,0.38481248,-0.072106049,-0.384177957,-0.122189367,-1.230440478,-0.161276261,-0.305812499,-0.143281005,2.831027901
TCGA-AB-2861-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-1.052057949,4.743166879,-0.084496279,-0.076092918,-0.568965311,-0.462643953,-0.067927722,-0.328754644,-0.060697715,0.20049893,-0.959327318,-0.553359763,-0.705514827,-0.515208096,-0.098775779,-0.08977228,-0.230373464,-0.09788153,-0.987509429,0.509408168,0.439611036,0.112271109,-0.238918537,0.212722029,-0.63090964,-0.15691091,0.039948,-0.193088242,5.042438241
TCGA-AB-2862-03,"Acute Myeloid Leukemia (TCGA, Provisional)",AML,-0.747582548,6.89101461,-0.084616452,-0.076223031,-0.685450701,0.35271859,0.622238782,-0.329775787,-0.060427809,-0.066591028,-0.939657284,-0.452700758,-0.711774936,-0.531011984,-0.05631088,0.281849646,-0.230710789,-0.114421683,-0.999834648,-0.256698614,-0.429210682,0.028459344,-0.198772646,-0.691511551,-1.045648685,-0.159553807,-0.144216508,-0.144076064,4.289977865
